"Unique Key","Created Date","Closed Date","Agency","Agency Name","Complaint Type","Descriptor","Location Type","Incident Zip","Incident Address","Street Name","Cross Street 1","Cross Street 2","Intersection Street 1","Intersection Street 2","Address Type","City","Landmark","Facility Type","Status","Due Date","Resolution Description","Resolution Action Updated Date","Community Board","BBL","Borough","X Coordinate (State Plane)","Y Coordinate (State Plane)","Open Data Channel Type","Park Facility Name","Park Borough","Vehicle Type","Taxi Company Borough","Taxi Pick Up Location","Bridge Highway Name","Bridge Highway Direction","Road Ramp","Bridge Highway Segment","Latitude","Longitude","Location"
"62240534","08/26/2024 02:14:35 PM","08/26/2024 02:14:35 PM","DOHMH","Department of Health and Mental Hygiene","Rodent","Rat Sighting","Other (Explain Below)","11101","25-20 SKILLMAN AVENUE","SKILLMAN AVENUE","LIRR PENN CENTRAL LINE","PEARSON PLACE","LIRR PENN CENTRAL LINE","PEARSON PLACE","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE","N/A","Closed",,"The Department of Health and Mental Hygiene found violations on the property you reported. Follow-up inspections will be scheduled.","09/24/2024 10:03:00 AM","02 QUEENS","4001000009","QUEENS","999,865","210,010","PHONE","Unspecified","QUEENS",,,,,,,,"40.74309175549","-73.94364882436","(40.74309175549496, -73.9436488243615)"
"62211839","08/23/2024 08:18:23 AM","08/28/2024 10:34:01 AM","DSNY","Department of Sanitation","Obstruction","Weeds or Grass","Sidewalk","11101","47-07 AUSTELL PLACE","AUSTELL PLACE","SKILLMAN AVENUE","27 STREET","SKILLMAN AVENUE","27 STREET","ADDRESS","LONG ISLAND CITY","AUSTELL PLACE",,"Closed",,"The Department of Sanitation cleaned the location.","08/28/2024 05:11:30 AM","02 QUEENS",,"QUEENS","1,000,345","210,141","ONLINE","Unspecified","QUEENS",,,,,,,,"40.74345045715","-73.94191629466","(40.74345045714711, -73.94191629465722)"
"62187706","08/21/2024 10:38:58 PM","08/22/2024 11:19:22 AM","DSNY","Department of Sanitation","Illegal Dumping","Chronic Dumping","Sidewalk","11101","25-20 SKILLMAN AVENUE","SKILLMAN AVENUE","LIRR PENN CENTRAL LINE","PEARSON PLACE","LIRR PENN CENTRAL LINE","PEARSON PLACE","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"Closed",,"The Department of Sanitation periodically conducted surveillance at the location and during those times no violations were observed.","08/22/2024 11:19:25 AM","02 QUEENS","4001000009","QUEENS","999,865","210,010","MOBILE","Unspecified","QUEENS",,,,,,,,"40.74309175549","-73.94364882436","(40.74309175549496, -73.9436488243615)"
"62176135","08/20/2024 10:38:29 PM","08/21/2024 05:19:52 AM","NYPD","New York City Police Department","Illegal Parking","Commercial Overnight Parking","Street/Sidewalk","11101","47-10 AUSTELL PLACE","AUSTELL PLACE","SKILLMAN AVENUE","27 STREET","SKILLMAN AVENUE","27 STREET","ADDRESS","LONG ISLAND CITY","AUSTELL PLACE",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","08/21/2024 05:19:58 AM","02 QUEENS","4000980042","QUEENS","1,000,347","210,124","PHONE","Unspecified","QUEENS",,,,,,,,"40.74340379276","-73.94190911774","(40.74340379276295, -73.94190911773529)"
"62119983","08/14/2024 06:53:54 AM","08/16/2024 05:33:27 AM","DSNY","Department of Sanitation","Dirty Condition","Trash","Sidewalk","11101","24-30 SKILLMAN AVENUE","SKILLMAN AVENUE","49 AVENUE","LIRR PENN CENTRAL LINE","49 AVENUE","LIRR PENN CENTRAL LINE","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"Closed",,"The Department of Sanitation cleaned the location.","08/16/2024 05:33:33 AM","02 QUEENS","4001000001","QUEENS","999,323","209,722","MOBILE","Unspecified","QUEENS",,,,,,,,"40.74230220789","-73.94560543063","(40.74230220789093, -73.9456054306301)"
"62118643","08/14/2024 06:51:46 AM","08/16/2024 11:30:52 AM","DSNY","Department of Sanitation","Illegal Dumping","Removal Request","Sidewalk","11101","24-30 SKILLMAN AVENUE","SKILLMAN AVENUE","49 AVENUE","LIRR PENN CENTRAL LINE","49 AVENUE","LIRR PENN CENTRAL LINE","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"Closed",,"The Department of Sanitation cleaned the location.","08/16/2024 05:31:29 AM","02 QUEENS","4001000001","QUEENS","999,323","209,722","MOBILE","Unspecified","QUEENS",,,,,,,,"40.74230220789","-73.94560543063","(40.74230220789093, -73.9456054306301)"
"62090891","08/11/2024 01:40:19 PM","11/15/2024 03:24:21 PM","TLC","Taxi and Limousine Commission","For Hire Vehicle Complaint","Driver Complaint - Non Passenger","Street","11101","30-74 SKILLMAN AVENUE","SKILLMAN AVENUE","THOMSON AVENUE","QUEENS BOULEVARD","THOMSON AVENUE","QUEENS BOULEVARD","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"Closed",,"A hearing was scheduled at the OATH/Taxi and Limousine Tribunal.","11/15/2024 03:24:24 PM","02 QUEENS","4002750080","QUEENS","1,002,134","210,988","ONLINE","Unspecified","QUEENS",,,"30-74 SKILLMAN AVENUE, QUEENS (LONG ISLAND CITY), NY, 11101",,,,,"40.74577182269","-73.93545789381","(40.74577182269025, -73.9354578938083)"
"62069160","08/09/2024 12:51:19 PM","08/26/2024 08:34:23 AM","DPR","Department of Parks and Recreation","Dead/Dying Tree","Planted More Than 2 Years Ago","Street","11101","38-16 SKILLMAN AVENUE","SKILLMAN AVENUE","38 STREET","39 STREET","38 STREET","39 STREET","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"Closed",,"NYC Parks visited the site and inspected the condition. No work is necessary at this time.","08/26/2024 08:34:28 AM","02 QUEENS","4002150022","QUEENS","1,004,720","211,624","PHONE","Unspecified","QUEENS",,,,,,,,"40.74751187454","-73.92612326891","(40.74751187453697, -73.92612326890884)"
"62067145","08/09/2024 12:20:00 PM","08/12/2024 07:51:00 AM","DEP","Department of Environmental Protection","Water Conservation","Illegal Use Of A Hydrant (CIN)",,"11101","47-37 AUSTELL PLACE","AUSTELL PLACE","SKILLMAN AVE","27 ST",,,"ADDRESS","LONG ISLAND CITY",,,"Closed",,"The Department of Environmental Protection researched this complaint and determined that it could be closed.","08/12/2024 07:51:00 AM","02 QUEENS","4000970004","QUEENS","1,000,401","210,033","ONLINE","Unspecified","QUEENS",,,,,,,,"40.74315392208","-73.94171446101","(40.74315392208425, -73.94171446100832)"
"62047480","08/07/2024 11:35:28 PM","09/21/2024 08:25:46 AM","TLC","Taxi and Limousine Commission","For Hire Vehicle Complaint","Driver Complaint - Non Passenger","Street","11101","30-12 SKILLMAN AVENUE","SKILLMAN AVENUE","THOMSON AVENUE","QUEENS BOULEVARD","THOMSON AVENUE","QUEENS BOULEVARD","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"Closed",,"The Taxi and Limousine Commission (TLC) reviewed your complaint. The driver or owner pled guilty to a violation and paid a fine. TLC has sent you a written confirmation of this outcome.","09/21/2024 08:25:49 AM","02 QUEENS","4002750035","QUEENS","1,001,730","210,859","ONLINE","Unspecified","QUEENS",,"MANHATTAN","30-12 SKILLMAN AVENUE, QUEENS (LONG ISLAND CITY), NY, 11101",,,,,"40.74541855791","-73.93691623634","(40.74541855790802, -73.93691623633566)"
"61998646","08/02/2024 11:44:00 AM","08/02/2024 11:44:00 AM","DEP","Department of Environmental Protection","Water System","Fire Hydrant Emergency (FHE)",,"11101","26-30 SKILLMAN AVENUE","SKILLMAN AVENUE","47 AVE","27 ST",,,"ADDRESS","LONG ISLAND CITY",,,"Closed",,"The Department of Environmental Protection investigated this complaint and shut the running hydrant.","08/02/2024 11:44:00 AM","02 QUEENS",,"QUEENS","1,000,538","210,360","MOBILE","Unspecified","QUEENS",,,,,,,,"40.74405120393","-73.9412192653","(40.74405120392683, -73.94121926529644)"
"61998018","08/02/2024 08:54:53 AM","08/02/2024 12:15:26 PM","NYPD","New York City Police Department","Abandoned Vehicle","With License Plate","Street/Sidewalk","11101","37-20 SKILLMAN AVENUE","SKILLMAN AVENUE","37 STREET","38 STREET","37 STREET","38 STREET","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"Closed",,"The Police Department reviewed your complaint and provided additional information below.","08/02/2024 12:15:30 PM","02 QUEENS","4002160024","QUEENS","1,004,454","211,628","ONLINE","Unspecified","QUEENS","Truck",,,,,,,"40.74752346527","-73.92708325696","(40.74752346527291, -73.9270832569572)"
"61876698","07/22/2024 03:04:25 PM","07/26/2024 09:19:31 PM","DSNY","Department of Sanitation","Dirty Condition","Trash","Sidewalk","11101","30-02 SKILLMAN AVENUE","SKILLMAN AVENUE","THOMSON AVENUE","QUEENS BOULEVARD","THOMSON AVENUE","QUEENS BOULEVARD","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"Closed",,"The Department of Sanitation cleaned the location.","07/26/2024 09:19:35 PM","02 QUEENS","4002750035","QUEENS","1,001,665","210,838","ONLINE","Unspecified","QUEENS",,,,,,,,"40.74536104643","-73.93715086984","(40.74536104642704, -73.93715086984335)"
"61873808","07/21/2024 08:42:43 PM","07/21/2024 09:59:03 PM","NYPD","New York City Police Department","Encampment","N/A","Park/Playground","11101","25-20 SKILLMAN AVENUE","SKILLMAN AVENUE","LIRR PENN CENTRAL LINE","PEARSON PLACE","LIRR PENN CENTRAL LINE","PEARSON PLACE","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"Closed",,"The Police Department visited the location and no Encampment was found.","07/21/2024 09:59:07 PM","02 QUEENS","4001000009","QUEENS","999,865","210,010","ONLINE","Unspecified","QUEENS",,,,,,,,"40.74309175549","-73.94364882436","(40.74309175549496, -73.9436488243615)"
"61874423","07/21/2024 06:46:40 PM","03/17/2025 08:58:02 AM","TLC","Taxi and Limousine Commission","For Hire Vehicle Complaint","Driver Complaint - Non Passenger","Street","11101","38-97 SKILLMAN AVENUE","SKILLMAN AVENUE","38 STREET","39 STREET","38 STREET","39 STREET","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"Closed",,"The Taxi and Limousine Commission (TLC) reviewed your complaint. The driver or owner pled guilty to a violation and paid a fine. TLC has sent you a written confirmation of this outcome.","03/17/2025 08:58:06 AM","02 QUEENS",,"QUEENS","1,004,862","211,605","ONLINE","Unspecified","QUEENS",,,"38-97 SKILLMAN AVENUE, QUEENS (LONG ISLAND CITY), NY, 11101",,,,,"40.74745939448","-73.92561084591","(40.74745939448457, -73.92561084591043)"
"61863895","07/20/2024 12:57:21 PM","07/20/2024 03:39:44 PM","NYPD","New York City Police Department","Encampment","N/A","Park/Playground","11101","25-20 SKILLMAN AVENUE","SKILLMAN AVENUE","LIRR PENN CENTRAL LINE","PEARSON PLACE","LIRR PENN CENTRAL LINE","PEARSON PLACE","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"Closed",,"The Police Department visited the location and no Encampment was found.","07/20/2024 03:39:47 PM","02 QUEENS","4001000009","QUEENS","999,865","210,010","ONLINE","Unspecified","QUEENS",,,,,,,,"40.74309175549","-73.94364882436","(40.74309175549496, -73.9436488243615)"
"61807785","07/15/2024 07:22:50 AM","08/07/2024 05:53:35 AM","DOT","Department of Transportation","Broken Parking Meter","Coin or Card Did Not Register","Street","11101","SKILLMAN AVENUE","SKILLMAN AVENUE","27 STREET","28 STREET","27 STREET","28 STREET","BLOCKFACE",,,,"Closed",,"The Department of Transportation inspected the condition you reported and found that the condition meets its standards and/or there is a valid permit to conduct work.","08/07/2024 05:53:38 AM","Unspecified QUEENS",,"QUEENS","1,000,937","210,537","PHONE","Unspecified","QUEENS",,,,,,,,"40.74453628066","-73.9397789007","(40.74453628065912, -73.93977890070363)"
"61813460","07/15/2024 07:16:34 AM","08/07/2024 05:51:50 AM","DOT","Department of Transportation","Broken Parking Meter","Coin or Card Did Not Register","Street","11101","SKILLMAN AVENUE","SKILLMAN AVENUE","47 AVENUE","27 STREET","47 AVENUE","27 STREET","BLOCKFACE",,,,"Closed",,"The Department of Transportation has completed the request or corrected the condition.","08/07/2024 05:51:53 AM","Unspecified QUEENS",,"QUEENS","1,000,549","210,354","PHONE","Unspecified","QUEENS",,,,,,,,"40.74403471516","-73.94117958264","(40.7440347151636, -73.94117958264269)"
"61776470","07/11/2024 02:00:45 PM","07/12/2024 06:29:31 AM","DSNY","Department of Sanitation","Dirty Condition","Trash","Sidewalk","11101","25-20 SKILLMAN AVENUE","SKILLMAN AVENUE","LIRR PENN CENTRAL LINE","PEARSON PLACE","LIRR PENN CENTRAL LINE","PEARSON PLACE","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"Closed",,"The Department of Sanitation cleaned the location.","07/12/2024 06:29:34 AM","02 QUEENS","4001000009","QUEENS","999,865","210,010","ONLINE","Unspecified","QUEENS",,,,,,,,"40.74309175549","-73.94364882436","(40.74309175549496, -73.9436488243615)"
"61764361","07/10/2024 06:45:22 AM","07/10/2024 07:17:06 AM","DOT","Department of Transportation","Broken Parking Meter","Relocation of Parking Meter","Street","11101","SKILLMAN AVENUE","SKILLMAN AVENUE","49 AVENUE","PEARSON PLACE","49 AVENUE","PEARSON PLACE","BLOCKFACE",,,,"Closed",,"The Department of Transportation inspected the condition you reported and found that the condition meets its standards and/or there is a valid permit to conduct work.","07/10/2024 07:17:10 AM","Unspecified QUEENS",,"QUEENS","999,214","209,654","ONLINE","Unspecified","QUEENS",,,,,,,,"40.74211574998","-73.9459989347","(40.742115749983654, -73.94599893469508)"
"61757723","07/09/2024 05:13:32 PM","07/11/2024 10:38:37 AM","DSNY","Department of Sanitation","Obstruction","Trash or Recycling","Sidewalk","11101","25-50 SKILLMAN AVENUE","SKILLMAN AVENUE","PEARSON PLACE","AUSTELL PLACE","PEARSON PLACE","AUSTELL PLACE","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"Closed",,"The Department of Sanitation (DSNY) removed the items.","07/11/2024 05:55:33 AM","02 QUEENS",,"QUEENS","1,000,088","210,127","ONLINE","Unspecified","QUEENS",,,,,,,,"40.74341249465","-73.94284379006","(40.743412494652496, -73.94284379006494)"
"61748943","07/09/2024 04:16:13 PM","07/11/2025 11:26:05 AM","DPR","Department of Parks and Recreation","Maintenance or Facility","Garbage or Litter","Park","11101","25-30 SKILLMAN AVENUE","SKILLMAN AVENUE","LIRR PENN CENTRAL LINE","PEARSON PLACE","LIRR PENN CENTRAL LINE","PEARSON PLACE","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"Closed",,"NYC Parks inspected the condition and determined that no work was needed.","07/11/2025 11:26:08 AM","02 QUEENS",,"QUEENS","999,914","210,036","PHONE","Unspecified","QUEENS",,,,,,,,"40.74316303233","-73.9434719334","(40.74316303233488, -73.94347193340309)"
"61718343","07/06/2024 10:50:04 AM","08/12/2024 09:08:23 AM","DHS","Department of Homeless Services","Encampment","N/A","Park/Playground","11101","25-20 SKILLMAN AVENUE","SKILLMAN AVENUE","LIRR PENN CENTRAL LINE","PEARSON PLACE","LIRR PENN CENTRAL LINE","PEARSON PLACE","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"Closed",,"The Department of Homeless Services (DHS) visited the location and is coordinating with their agency partners to address the condition. No further information will be available with 311.","08/12/2024 09:08:26 AM","02 QUEENS","4001000009","QUEENS","999,865","210,010","MOBILE","N/A","QUEENS",,,,,,,,"40.74309175549","-73.94364882436","(40.74309175549496, -73.9436488243615)"
"61719518","07/06/2024 10:50:04 AM","07/06/2024 12:38:06 PM","NYPD","New York City Police Department","Encampment","N/A","Park/Playground","11101","25-20 SKILLMAN AVENUE","SKILLMAN AVENUE","LIRR PENN CENTRAL LINE","PEARSON PLACE","LIRR PENN CENTRAL LINE","PEARSON PLACE","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"Closed",,"The Police Department visited the location and has referred the complaint to the Department of Homeless Services (DHS) for further action. DHS will inspect the condition and update your Service Request with more information.","07/06/2024 12:38:10 PM","02 QUEENS","4001000009","QUEENS","999,865","210,010","MOBILE","N/A","QUEENS",,,,,,,,"40.74309175549","-73.94364882436","(40.74309175549496, -73.9436488243615)"
"61719554","07/06/2024 10:03:12 AM","07/10/2024 12:45:41 PM","DSNY","Department of Sanitation","Illegal Dumping","Removal Request","Sidewalk","11101","25-20 SKILLMAN AVENUE","SKILLMAN AVENUE","LIRR PENN CENTRAL LINE","PEARSON PLACE","LIRR PENN CENTRAL LINE","PEARSON PLACE","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"Closed",,"The Department of Sanitation cleaned the location.","07/10/2024 06:27:41 AM","02 QUEENS","4001000009","QUEENS","999,865","210,010","MOBILE","Unspecified","QUEENS",,,,,,,,"40.74309175549","-73.94364882436","(40.74309175549496, -73.9436488243615)"
"61651021","06/29/2024 10:22:57 AM","07/01/2024 01:25:20 PM","DSNY","Department of Sanitation","Illegal Dumping","Removal Request","Sidewalk","11101","25-20 SKILLMAN AVENUE","SKILLMAN AVENUE","LIRR PENN CENTRAL LINE","PEARSON PLACE","LIRR PENN CENTRAL LINE","PEARSON PLACE","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"Closed",,"The Department of Sanitation cleaned the location.","07/01/2024 01:07:05 PM","02 QUEENS","4001000009","QUEENS","999,865","210,010","MOBILE","Unspecified","QUEENS",,,,,,,,"40.74309175549","-73.94364882436","(40.74309175549496, -73.9436488243615)"
"61648589","06/29/2024 10:16:51 AM","07/20/2024 05:14:41 PM","DHS","Department of Homeless Services","Encampment","N/A","Park/Playground","11101","25-20 SKILLMAN AVENUE","SKILLMAN AVENUE","LIRR PENN CENTRAL LINE","PEARSON PLACE","LIRR PENN CENTRAL LINE","PEARSON PLACE","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"Closed",,"The Department of Homeless Services (DHS) visited the location and is coordinating with their agency partners to address the condition. No further information will be available with 311.","07/20/2024 05:14:44 PM","02 QUEENS","4001000009","QUEENS","999,865","210,010","MOBILE","N/A","QUEENS",,,,,,,,"40.74309175549","-73.94364882436","(40.74309175549496, -73.9436488243615)"
"61653417","06/29/2024 10:16:51 AM","06/29/2024 01:18:26 PM","NYPD","New York City Police Department","Encampment","N/A","Park/Playground","11101","25-20 SKILLMAN AVENUE","SKILLMAN AVENUE","LIRR PENN CENTRAL LINE","PEARSON PLACE","LIRR PENN CENTRAL LINE","PEARSON PLACE","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"Closed",,"The Police Department visited the location and has referred the complaint to the Department of Homeless Services (DHS) for further action. DHS will inspect the condition and update your Service Request with more information.","06/29/2024 01:18:29 PM","02 QUEENS","4001000009","QUEENS","999,865","210,010","MOBILE","N/A","QUEENS",,,,,,,,"40.74309175549","-73.94364882436","(40.74309175549496, -73.9436488243615)"
"61610489","06/26/2024 07:32:25 PM","06/26/2024 08:48:51 PM","NYPD","New York City Police Department","Encampment","N/A","Park/Playground","11101","25-30 SKILLMAN AVENUE","SKILLMAN AVENUE","LIRR PENN CENTRAL LINE","PEARSON PLACE","LIRR PENN CENTRAL LINE","PEARSON PLACE","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"Closed",,"The Police Department visited the location and no Encampment was found.","06/26/2024 08:48:56 PM","02 QUEENS",,"QUEENS","999,914","210,036","ONLINE","Unspecified","QUEENS",,,,,,,,"40.74316303233","-73.9434719334","(40.74316303233488, -73.94347193340309)"
"61601711","06/25/2024 05:09:02 PM","07/20/2024 05:15:20 PM","DHS","Department of Homeless Services","Encampment","N/A","Park/Playground","11101","25-30 SKILLMAN AVENUE","SKILLMAN AVENUE","LIRR PENN CENTRAL LINE","PEARSON PLACE","LIRR PENN CENTRAL LINE","PEARSON PLACE","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"Closed",,"The Department of Homeless Services (DHS) visited the location and is coordinating with their agency partners to address the condition. No further information will be available with 311.","07/20/2024 05:15:21 PM","02 QUEENS",,"QUEENS","999,914","210,036","ONLINE","Unspecified","QUEENS",,,,,,,,"40.74316303233","-73.9434719334","(40.74316303233488, -73.94347193340309)"
